batch_size,mutation_rate,problem_path,init_type,fitness_type,solved_time
20,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,allfalse,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,uniform,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,uniform,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,uniform,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,allfalse,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0165.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,allfalse,sum_or_nothing,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,allfalse,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,uniform,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,allfalse,correct_count,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0293.mwcnf,uniform,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,correct_count,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,correct_count,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,allfalse,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,correct_count,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,correct_count,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,uniform,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,allfalse,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,allfalse,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,uniform,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,uniform,correct_count,0.6375679969787598
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,allfalse,correct_count,0.35803914070129395
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,uniform,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,allfalse,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0328.mwcnf,allfalse,correct_count,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0339.mwcnf,allfalse,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,sum_or_nothing,
5,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,uniform,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0870.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,uniform,correct_count,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,allfalse,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,uniform,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,allfalse,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,allfalse,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,uniform,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
20,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,uniform,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0328.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-045.mwcnf,uniform,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,uniform,correct_count,0.9679462909698486
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0328.mwcnf,uniform,sum_or_nothing,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,allfalse,sum_or_nothing,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,uniform,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0368.mwcnf,allfalse,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0115.mwcnf,allfalse,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,correct_count,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0575.mwcnf,uniform,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,allfalse,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,allfalse,sum_or_nothing,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,sum_or_nothing,
1280,0.32,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0399.mwcnf,allfalse,sum_or_nothing,
1280,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,allfalse,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,allfalse,correct_count,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,allfalse,correct_count,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,allfalse,sum_or_nothing,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,allfalse,correct_count,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0353.mwcnf,uniform,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0970.mwcnf,uniform,correct_count,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0166.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,uniform,correct_count,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,uniform,correct_count,
80,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,allfalse,sum_or_nothing,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,uniform,sum_or_nothing,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,correct_count,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0483.mwcnf,allfalse,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,uniform,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0956.mwcnf,uniform,correct_count,0.24311065673828125
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,uniform,correct_count,1.381911277770996
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,sum_or_nothing,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0731.mwcnf,allfalse,correct_count,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0655.mwcnf,uniform,sum_or_nothing,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,uniform,sum_or_nothing,
80,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,correct_count,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,uniform,sum_or_nothing,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,sum_or_nothing,
1280,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,allfalse,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,allfalse,sum_or_nothing,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,sum_or_nothing,
160,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0337.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,allfalse,sum_or_nothing,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0757.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,allfalse,sum_or_nothing,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0580.mwcnf,uniform,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,uniform,sum_or_nothing,
20,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-062.mwcnf,allfalse,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0328.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0111.mwcnf,uniform,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,uniform,sum_or_nothing,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0483.mwcnf,uniform,correct_count,
160,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0820.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,uniform,correct_count,
20,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,uniform,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,sum_or_nothing,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,correct_count,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,correct_count,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0699.mwcnf,uniform,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0664.mwcnf,uniform,correct_count,
1280,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0149.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,uniform,correct_count,
40,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0604.mwcnf,allfalse,correct_count,1.2451951503753662
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0201.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0416.mwcnf,uniform,correct_count,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,uniform,correct_count,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,correct_count,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,uniform,correct_count,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0767.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,allfalse,correct_count,
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0523.mwcnf,uniform,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-047.mwcnf,allfalse,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,allfalse,correct_count,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,uniform,sum_or_nothing,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,allfalse,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,allfalse,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0564.mwcnf,allfalse,sum_or_nothing,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,allfalse,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0276.mwcnf,allfalse,sum_or_nothing,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,uniform,sum_or_nothing,
640,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,allfalse,correct_count,
320,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,uniform,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,allfalse,correct_count,
10,0.02,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0112.mwcnf,uniform,correct_count,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,correct_count,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0112.mwcnf,allfalse,correct_count,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-07.mwcnf,allfalse,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0840.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,uniform,sum_or_nothing,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,sum_or_nothing,
160,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0485.mwcnf,allfalse,correct_count,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0664.mwcnf,uniform,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-05.mwcnf,uniform,correct_count,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0199.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,correct_count,
40,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,allfalse,correct_count,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-042.mwcnf,uniform,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0496.mwcnf,allfalse,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,uniform,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,uniform,correct_count,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,uniform,correct_count,
10,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0143.mwcnf,uniform,correct_count,
640,0.16,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,uniform,correct_count,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,allfalse,correct_count,
320,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0683.mwcnf,uniform,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0707.mwcnf,allfalse,sum_or_nothing,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,allfalse,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0408.mwcnf,allfalse,sum_or_nothing,
40,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,uniform,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0483.mwcnf,uniform,sum_or_nothing,
640,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,sum_or_nothing,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0741.mwcnf,uniform,sum_or_nothing,
10,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,allfalse,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,allfalse,sum_or_nothing,
320,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,allfalse,correct_count,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0339.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0809.mwcnf,uniform,sum_or_nothing,
640,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,uniform,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,sum_or_nothing,
20,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0551.mwcnf,allfalse,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0466.mwcnf,allfalse,sum_or_nothing,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0152.mwcnf,allfalse,sum_or_nothing,
160,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0998.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0931.mwcnf,allfalse,sum_or_nothing,
20,0.16,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,allfalse,sum_or_nothing,
5,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0543.mwcnf,allfalse,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,allfalse,sum_or_nothing,
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0901.mwcnf,uniform,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0378.mwcnf,uniform,correct_count,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0281.mwcnf,allfalse,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-04.mwcnf,uniform,correct_count,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-08.mwcnf,uniform,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0803.mwcnf,allfalse,sum_or_nothing,
10,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0744.mwcnf,uniform,sum_or_nothing,
40,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0119.mwcnf,allfalse,sum_or_nothing,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0977.mwcnf,uniform,sum_or_nothing,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,allfalse,sum_or_nothing,
40,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0433.mwcnf,allfalse,correct_count,
20,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0296.mwcnf,uniform,sum_or_nothing,
80,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0483.mwcnf,allfalse,correct_count,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,correct_count,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,allfalse,correct_count,
160,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,sum_or_nothing,
80,0.32,data/wuf-N1/wuf50-201-N1/wuf50-0172.mwcnf,uniform,sum_or_nothing,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0737.mwcnf,uniform,sum_or_nothing,
1280,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0509.mwcnf,uniform,sum_or_nothing,
5,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0950.mwcnf,allfalse,sum_or_nothing,
640,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0940.mwcnf,uniform,correct_count,
640,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,uniform,correct_count,
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0331.mwcnf,uniform,correct_count,
5,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,allfalse,correct_count,
640,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0817.mwcnf,allfalse,sum_or_nothing,
320,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0559.mwcnf,allfalse,sum_or_nothing,
80,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0371.mwcnf,uniform,sum_or_nothing,
10,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0701.mwcnf,uniform,sum_or_nothing,
5,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0157.mwcnf,allfalse,correct_count,
320,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0166.mwcnf,uniform,correct_count,
80,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,allfalse,sum_or_nothing,
5,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0784.mwcnf,uniform,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0668.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0968.mwcnf,uniform,correct_count,
80,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0913.mwcnf,uniform,correct_count,
1280,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0873.mwcnf,allfalse,correct_count,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-028.mwcnf,allfalse,sum_or_nothing,
40,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0194.mwcnf,uniform,sum_or_nothing,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0860.mwcnf,uniform,correct_count,
5,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0634.mwcnf,uniform,correct_count,0.5755836963653564
40,0.0,data/wuf-N1/wuf50-201-N1/wuf50-0431.mwcnf,uniform,correct_count,
160,0.08,data/wuf-N1/wuf50-201-N1/wuf50-0248.mwcnf,uniform,sum_or_nothing,
320,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0336.mwcnf,allfalse,correct_count,
10,0.01,data/wuf-N1/wuf50-201-N1/wuf50-024.mwcnf,allfalse,sum_or_nothing,
1280,0.02,data/wuf-N1/wuf50-201-N1/wuf50-0962.mwcnf,uniform,sum_or_nothing,
10,0.04,data/wuf-N1/wuf50-201-N1/wuf50-0717.mwcnf,uniform,sum_or_nothing,
160,0.16,data/wuf-N1/wuf50-201-N1/wuf50-0351.mwcnf,allfalse,correct_count,
320,0.01,data/wuf-N1/wuf50-201-N1/wuf50-0428.mwcnf,uniform,correct_count,
